ego_pos,-13.3044,-0.636541
obs_pos,0,0
heading,0.633508
wind,0.306693
20,15,-44,20
20,14,-44,18
20,13,-44,16
20,12,-44,14
20,11,-44,12
20,10,-44,10
20,9,-44,8
21,10,-46,10
22,11,-48,12
23,12,-50,14
24,13,-52,16
25,14,-54,18
26,15,-56,20
27,16,-58,22
28,15,-60,20
####9
ego_pos,-12.5653,-2.42946e-09
obs_pos,0,0
heading,0.835951
wind,0.40855
5,5,-14,-2.42946e-09
6,6,-16,2
7,7,-18,4
8,8,-20,6
9,9,-22,8
10,10,-24,10
11,11,-26,12
12,12,-28,14
13,13,-30,16
14,14,-32,18
15,15,-34,20
16,16,-36,22
17,17,-38,24
18,18,-40,26
19,19,-42,28
20,20,-44,30
20,19,-44,28
20,18,-44,26
20,17,-44,24
20,16,-44,22
20,15,-44,20
20,14,-44,18
20,13,-44,16
20,12,-44,14
20,11,-44,12
20,10,-44,10
20,9,-44,8
21,10,-46,10
22,11,-48,12
23,12,-50,14
24,13,-52,16
25,14,-54,18
26,15,-56,20
27,16,-58,22
28,15,-60,20
####10
ego_pos,-12.5653,0.159135
obs_pos,0,0
heading,0.855148
wind,0.420709
5,5,-14,0.159135
6,6,-16,2.15914
7,7,-18,4.15914
8,8,-20,6.15914
9,9,-22,8.15914
10,10,-24,10.1591
11,11,-26,12.1591
12,12,-28,14.1591
13,13,-30,16.1591
14,14,-32,18.1591
15,15,-34,20.1591
16,16,-36,22.1591
17,17,-38,24.1591
18,18,-40,26.1591
19,19,-42,28.1591
19,18,-42,26.1591
19,17,-42,24.1591
19,16,-42,22.1591
19,15,-42,20.1591
19,14,-42,18.1591
19,13,-42,16.1591
19,12,-42,14.1591
19,11,-42,12.1591
19,10,-42,10.1591
19,9,-42,8.15914
19,8,-42,6.15914
20,9,-44,8.15914
21,10,-46,10.1591
22,11,-48,12.1591
23,12,-50,14.1591
24,13,-52,16.1591
25,14,-54,18.1591
26,15,-56,20.1591
27,16,-58,22.1591
27,15,-58,20.1591
28,14,-60,18.1591
####11
ego_pos,-12.3805,0.31827
obs_pos,0,0
heading,0.8726
wind,0.428999
5,5,-14,0.31827
6,6,-16,2.31827
7,7,-18,4.31827
8,8,-20,6.31827
9,9,-22,8.31827
10,10,-24,10.3183
11,11,-26,12.3183
12,12,-28,14.3183
13,13,-30,16.3183
14,14,-32,18.3183
15,15,-34,20.3183
16,16,-36,22.3183
17,17,-38,24.3183
18,18,-40,26.3183
19,19,-42,28.3183
19,18,-42,26.3183
19,17,-42,24.3183
19,16,-42,22.3183
19,15,-42,20.3183
19,14,-42,18.3183
19,13,-42,16.3183
19,12,-42,14.3183
19,11,-42,12.3183
19,10,-42,10.3183
19,9,-42,8.31827
19,8,-42,6.31827
20,9,-44,8.31827
21,10,-46,10.3183
22,11,-48,12.3183
23,12,-50,14.3183
24,13,-52,16.3183
25,14,-54,18.3183
26,15,-56,20.3183
27,16,-58,22.3183
27,15,-58,20.3183
28,14,-60,18.3183
####12
ego_pos,-12.1957,0.31827
obs_pos,0,0
heading,0.890052
wind,0.432363
5,5,-14,0.31827
6,6,-16,2.31827
7,7,-18,4.31827
8,8,-20,6.31827
9,9,-22,8.31827
10,10,-24,10.3183
11,11,-26,12.3183
12,12,-28,14.3183
13,13,-30,16.3183
14,14,-32,18.3183
15,15,-34,20.3183
16,16,-36,22.3183
17,17,-38,24.3183
18,18,-40,26.3183
19,19,-42,28.3183
19,18,-42,26.3183
19,17,-42,24.3183
19,16,-42,22.3183
19,15,-42,20.3183
19,14,-42,18.3183
19,13,-42,16.3183
19,12,-42,14.3183
19,11,-42,12.3183
19,10,-42,10.3183
19,9,-42,8.31827
19,8,-42,6.31827
20,9,-44,8.31827
21,10,-46,10.3183
22,11,-48,12.3183
23,12,-50,14.3183
24,13,-52,16.3183
25,14,-54,18.3183
26,15,-56,20.3183
27,16,-58,22.3183
27,15,-58,20.3183
28,14,-60,18.3183
####13
ego_pos,-12.1957,0.477406
obs_pos,0,0
heading,0.902269
wind,0.433179
5,5,-14,0.477406
6,6,-16,2.47741
7,7,-18,4.47741
8,8,-20,6.47741
9,9,-22,8.47741
10,10,-24,10.4774
11,11,-26,12.4774
12,12,-28,14.4774
13,13,-30,16.4774
14,14,-32,18.4774
15,15,-34,20.4774
16,16,-36,22.4774
17,17,-38,24.4774
18,18,-40,26.4774
19,19,-42,28.4774
19,18,-42,26.4774
19,17,-42,24.4774
19,16,-42,22.4774
19,15,-42,20.4774
19,14,-42,18.4774
19,13,-42,16.4774
19,12,-42,14.4774
19,11,-42,12.4774
19,10,-42,10.4774
19,9,-42,8.47741
19,8,-42,6.47741
20,9,-44,8.47741
21,10,-46,10.4774
22,11,-48,12.4774
23,12,-50,14.4774
24,13,-52,16.4774
25,14,-54,18.4774
26,15,-56,20.4774
27,16,-58,22.4774
27,15,-58,20.4774
28,14,-60,18.4774
####14
ego_pos,-12.0109,0.636541
obs_pos,0,0
heading,0.91274
wind,0.43597
5,5,-14,0.636541
6,6,-16,2.63654
7,7,-18,4.63654
8,8,-20,6.63654
9,9,-22,8.63654
10,10,-24,10.6365
11,11,-26,12.6365
12,12,-28,14.6365
13,13,-30,16.6365
14,14,-32,18.6365
15,15,-34,20.6365
16,16,-36,22.6365
17,17,-38,24.6365
18,18,-40,26.6365
19,19,-42,28.6365
19,18,-42,26.6365
19,17,-42,24.6365
19,16,-42,22.6365
19,15,-42,20.6365
19,14,-42,18.6365
19,13,-42,16.6365
19,12,-42,14.6365
19,11,-42,12.6365
19,10,-42,10.6365
19,9,-42,8.63654
19,8,-42,6.63654
20,9,-44,8.63654
21,10,-46,10.6365
22,11,-48,12.6365
23,12,-50,14.6365
24,13,-52,16.6365
25,14,-54,18.6365
26,15,-56,20.6365
27,16,-58,22.6365
27,15,-58,20.6365
28,14,-60,18.6365
####15
ego_pos,-11.8261,0.795676
obs_pos,0,0
heading,0.924956
wind,0.446821
5,5,-12,0.795676
6,6,-14,2.79568
7,7,-16,4.79568
8,8,-18,6.79568
9,9,-20,8.79568
10,10,-22,10.7957
11,11,-24,12.7957
12,12,-26,14.7957
13,13,-28,16.7957
14,14,-30,18.7957
15,15,-32,20.7957
16,16,-34,22.7957
17,17,-36,24.7957
18,18,-38,26.7957
19,19,-40,28.7957
19,18,-40,26.7957
19,17,-40,24.7957
19,16,-40,22.7957
19,15,-40,20.7957
19,14,-40,18.7957
19,13,-40,16.7957
19,12,-40,14.7957
19,11,-40,12.7957
19,10,-40,10.7957
19,9,-40,8.79568
19,8,-40,6.79568
20,9,-42,8.79568
21,10,-44,10.7957
22,11,-46,12.7957
23,12,-48,14.7957
24,13,-50,16.7957
25,14,-52,18.7957
26,15,-54,20.7957
27,16,-56,22.7957
28,17,-58,24.7957
28,16,-58,22.7957
28,15,-58,20.7957
29,14,-60,18.7957
####16
ego_pos,-11.8261,0.795676
obs_pos,0,0
heading,0.931937
wind,0.454651
5,5,-12,0.795676
6,6,-14,2.79568
7,7,-16,4.79568
8,8,-18,6.79568
9,9,-20,8.79568
10,10,-22,10.7957
11,11,-24,12.7957
12,12,-26,14.7957
13,13,-28,16.7957
14,14,-30,18.7957
15,15,-32,20.7957
16,16,-34,22.7957
17,17,-36,24.7957
18,18,-38,26.7957
19,19,-40,28.7957
19,18,-40,26.7957
19,17,-40,24.7957
19,16,-40,22.7957
19,15,-40,20.7957
19,14,-40,18.7957
19,13,-40,16.7957
19,12,-40,14.7957
19,11,-40,12.7957
19,10,-40,10.7957
19,9,-40,8.79568
19,8,-40,6.79568
20,9,-42,8.79568
21,10,-44,10.7957
22,11,-46,12.7957
23,12,-48,14.7957
24,13,-50,16.7957
25,14,-52,18.7957
26,15,-54,20.7957
27,16,-56,22.7957
28,17,-58,24.7957
28,16,-58,22.7957
28,15,-58,20.7957
29,14,-60,18.7957
####17
ego_pos,-11.8261,0.795676
obs_pos,0,0
heading,0.937173
wind,0.455316
5,5,-12,0.795676
6,6,-14,2.79568
7,7,-16,4.79568
8,8,-18,6.79568
9,9,-20,8.79568
10,10,-22,10.7957
11,11,-24,12.7957
12,12,-26,14.7957
13,13,-28,16.7957
14,14,-30,18.7957
15,15,-32,20.7957
16,16,-34,22.7957
17,17,-36,24.7957
18,18,-38,26.7957
19,19,-40,28.7957
19,18,-40,26.7957
19,17,-40,24.7957
19,16,-40,22.7957
19,15,-40,20.7957
19,14,-40,18.7957
19,13,-40,16.7957
19,12,-40,14.7957
19,11,-40,12.7957
19,10,-40,10.7957
19,9,-40,8.79568
19,8,-40,6.79568
20,9,-42,8.79568
21,10,-44,10.7957
22,11,-46,12.7957
23,12,-48,14.7957
24,13,-50,16.7957
25,14,-52,18.7957
26,15,-54,20.7957
27,16,-56,22.7957
28,17,-58,24.7957
28,16,-58,22.7957
28,15,-58,20.7957
29,14,-60,18.7957
####18
ego_pos,-11.6413,0.954811
obs_pos,0,0
heading,0.95288
wind,0.46497
5,5,-12,0.954811
6,6,-14,2.95481
7,7,-16,4.95481
8,8,-18,6.95481
9,9,-20,8.95481
10,10,-22,10.9548
11,11,-24,12.9548
12,12,-26,14.9548
13,13,-28,16.9548
14,14,-30,18.9548
15,15,-32,20.9548
16,16,-34,22.9548
17,17,-36,24.9548
18,18,-38,26.9548
19,19,-40,28.9548
19,18,-40,26.9548
19,17,-40,24.9548
19,16,-40,22.9548
19,15,-40,20.9548
19,14,-40,18.9548
19,13,-40,16.9548
19,12,-40,14.9548
19,11,-40,12.9548
19,10,-40,10.9548
19,9,-40,8.95481
19,8,-40,6.95481
20,9,-42,8.95481
21,10,-44,10.9548
22,11,-46,12.9548
23,12,-48,14.9548
24,13,-50,16.9548
25,14,-52,18.9548
26,15,-54,20.9548
27,16,-56,22.9548
28,17,-58,24.9548
28,16,-58,22.9548
28,15,-58,20.9548
29,14,-60,18.9548
####19
ego_pos,-11.6413,0.954811
obs_pos,0,0
heading,0.961606
wind,0.488701
5,5,-12,0.954811
6,6,-14,2.95481
7,7,-16,4.95481
8,8,-18,6.95481
9,9,-20,8.95481
10,10,-22,10.9548
11,11,-24,12.9548
12,12,-26,14.9548
13,13,-28,16.9548
14,14,-30,18.9548
15,15,-32,20.9548
16,16,-34,22.9548
17,17,-36,24.9548
18,18,-38,26.9548
19,19,-40,28.9548
19,18,-40,26.9548
19,17,-40,24.9548
19,16,-40,22.9548
19,15,-40,20.9548
19,14,-40,18.9548
19,13,-40,16.9548
19,12,-40,14.9548
19,11,-40,12.9548
19,10,-40,10.9548
19,9,-40,8.95481
19,8,-40,6.95481
20,9,-42,8.95481
21,10,-44,10.9548
22,11,-46,12.9548
23,12,-48,14.9548
24,13,-50,16.9548
25,14,-52,18.9548
26,15,-54,20.9548
27,16,-56,22.9548
28,17,-58,24.9548
28,16,-58,22.9548
28,15,-58,20.9548
29,14,-60,18.9548
####20
ego_pos,-11.6413,0.954811
obs_pos,0,0
heading,0.972077
wind,0.510931
5,5,-12,0.954811
6,6,-14,2.95481
7,7,-16,4.95481
8,8,-18,6.95481
9,9,-20,8.95481
10,10,-22,10.9548
11,11,-24,12.9548
12,12,-26,14.9548
13,13,-28,16.9548
14,14,-30,18.9548
15,15,-32,20.9548
16,16,-34,22.9548
17,17,-36,24.9548
18,18,-38,26.9548
19,19,-40,28.9548
19,18,-40,26.9548
19,17,-40,24.9548
19,16,-40,22.9548
19,15,-40,20.9548
19,14,-40,18.9548
19,13,-40,16.9548
19,12,-40,14.9548
19,11,-40,12.9548
19,10,-40,10.9548
19,9,-40,8.95481
19,8,-40,6.95481
20,9,-42,8.95481
21,10,-44,10.9548
22,11,-46,12.9548
23,12,-48,14.9548
24,13,-50,16.9548
25,14,-52,18.9548
26,15,-54,20.9548
27,16,-56,22.9548
28,17,-58,24.9548
28,16,-58,22.9548
28,15,-58,20.9548
29,14,-60,18.9548
####21
ego_pos,-11.6413,1.11395
obs_pos,0,0
heading,0.977312
wind,0.531621
5,5,-12,1.11395
6,6,-14,3.11395
7,7,-16,5.11395
8,8,-18,7.11395
9,9,-20,9.11395
10,10,-22,11.1139
11,11,-24,13.1139
12,12,-26,15.1139
13,13,-28,17.1139
14,14,-30,19.1139
15,15,-32,21.1139
16,16,-34,23.1139
17,17,-36,25.1139
18,18,-38,27.1139
19,19,-40,29.1139
19,18,-40,27.1139
19,17,-40,25.1139
19,16,-40,23.1139
19,15,-40,21.1139
19,14,-40,19.1139
19,13,-40,17.1139
19,12,-40,15.1139
19,11,-40,13.1139
19,10,-40,11.1139
19,9,-40,9.11395
19,8,-40,7.11395
20,9,-42,9.11395
21,10,-44,11.1139
22,11,-46,13.1139
23,12,-48,15.1139
24,13,-50,17.1139
25,14,-52,19.1139
26,15,-54,21.1139
27,16,-56,23.1139
28,17,-58,25.1139
28,16,-58,23.1139
28,15,-58,21.1139
29,14,-60,19.1139
####22
ego_pos,-11.6413,1.11395
obs_pos,0,0
heading,0.982548
wind,0.550936
5,5,-12,1.11395
6,6,-14,3.11395
7,7,-16,5.11395
8,8,-18,7.11395
9,9,-20,9.11395
10,10,-22,11.1139
11,11,-24,13.1139
12,12,-26,15.1139
13,13,-28,17.1139
14,14,-30,19.1139
15,15,-32,21.1139
16,16,-34,23.1139
17,17,-36,25.1139
18,18,-38,27.1139
19,19,-40,29.1139
19,18,-40,27.1139
19,17,-40,25.1139
19,16,-40,23.1139
19,15,-40,21.1139
19,14,-40,19.1139
19,13,-40,17.1139
19,12,-40,15.1139
19,11,-40,13.1139
19,10,-40,11.1139
19,9,-40,9.11395
20,10,-42,11.1139
21,11,-44,13.1139
22,12,-46,15.1139
23,13,-48,17.1139
24,14,-50,19.1139
25,15,-52,21.1139
26,16,-54,23.1139
27,17,-56,25.1139
28,18,-58,27.1139
28,17,-58,25.1139
28,16,-58,23.1139
28,15,-58,21.1139
29,14,-60,19.1139
####23
ego_pos,-11.6413,1.27308
obs_pos,0,0
heading,0.989529
wind,0.569083
5,5,-12,1.27308
6,6,-14,3.27308
7,7,-16,5.27308
8,8,-18,7.27308
9,9,-20,9.27308
10,10,-22,11.2731
11,11,-24,13.2731
12,12,-26,15.2731
13,13,-28,17.2731
14,14,-30,19.2731
15,15,-32,21.2731
16,16,-34,23.2731
17,17,-36,25.2731
18,18,-38,27.2731
19,19,-40,29.2731
19,18,-40,27.2731
19,17,-40,25.2731
19,16,-40,23.2731
19,15,-40,21.2731
19,14,-40,19.2731
19,13,-40,17.2731
19,12,-40,15.2731
19,11,-40,13.2731
19,10,-40,11.2731
19,9,-40,9.27308
20,10,-42,11.2731
21,11,-44,13.2731
22,12,-46,15.2731
23,13,-48,17.2731
24,14,-50,19.2731
25,15,-52,21.2731
26,16,-54,23.2731
27,17,-56,25.2731
28,18,-58,27.2731
28,17,-58,25.2731
28,16,-58,23.2731
28,15,-58,21.2731
29,14,-60,19.2731
####24
ego_pos,-11.6413,1.27308
obs_pos,0,0
heading,0.99651
wind,0.586182
5,5,-12,1.27308
6,6,-14,3.27308
7,7,-16,5.27308
8,8,-18,7.27308
9,9,-20,9.27308
10,10,-22,11.2731
11,11,-24,13.2731
12,12,-26,15.2731
13,13,-28,17.2731
14,14,-30,19.2731
15,15,-32,21.2731
16,16,-34,23.2731
17,17,-36,25.2731
18,18,-38,27.2731
19,19,-40,29.2731
19,18,-40,27.2731
19,17,-40,25.2731
19,16,-40,23.2731
19,15,-40,21.2731
19,14,-40,19.2731
19,13,-40,17.2731
19,12,-40,15.2731
19,11,-40,13.2731
19,10,-40,11.2731
19,9,-40,9.27308
20,10,-42,11.2731
21,11,-44,13.2731
22,12,-46,15.2731
23,13,-48,17.2731
24,14,-50,19.2731
25,15,-52,21.2731
26,16,-54,23.2731
27,17,-56,25.2731
28,18,-58,27.2731
28,17,-58,25.2731
28,16,-58,23.2731
28,15,-58,21.2731
29,14,-60,19.2731
####25
ego_pos,-11.4566,1.43222
obs_pos,0,0
heading,1
wind,0.602215
5,5,-12,1.43222
6,6,-14,3.43222
7,7,-16,5.43222
8,8,-18,7.43222
9,9,-20,9.43222
10,10,-22,11.4322
11,11,-24,13.4322
12,12,-26,15.4322
13,13,-28,17.4322
14,14,-30,19.4322
15,15,-32,21.4322
16,16,-34,23.4322
17,17,-36,25.4322
18,18,-38,27.4322
19,19,-40,29.4322
19,18,-40,27.4322
19,17,-40,25.4322
19,16,-40,23.4322
19,15,-40,21.4322
19,14,-40,19.4322
19,13,-40,17.4322
19,12,-40,15.4322
19,11,-40,13.4322
19,10,-40,11.4322
19,9,-40,9.43222
20,10,-42,11.4322
21,11,-44,13.4322
22,12,-46,15.4322
23,13,-48,17.4322
24,14,-50,19.4322
25,15,-52,21.4322
26,16,-54,23.4322
27,17,-56,25.4322
28,18,-58,27.4322
28,17,-58,25.4322
28,16,-58,23.4322
28,15,-58,21.4322
29,14,-60,19.4322
####26
ego_pos,-11.4566,1.59135
obs_pos,0,0
heading,1.00349
wind,0.617285
5,5,-12,1.59135
6,6,-14,3.59135
7,7,-16,5.59135
8,8,-18,7.59135
9,9,-20,9.59135
10,10,-22,11.5914
11,11,-24,13.5914
12,12,-26,15.5914
13,13,-28,17.5914
14,14,-30,19.5914
15,15,-32,21.5914
16,16,-34,23.5914
17,17,-36,25.5914
18,18,-38,27.5914
19,19,-40,29.5914
19,18,-40,27.5914
19,17,-40,25.5914
19,16,-40,23.5914
19,15,-40,21.5914
19,14,-40,19.5914
19,13,-40,17.5914
19,12,-40,15.5914
19,11,-40,13.5914
19,10,-40,11.5914
19,9,-40,9.59135
20,10,-42,11.5914
21,11,-44,13.5914
22,12,-46,15.5914
23,13,-48,17.5914
24,14,-50,19.5914
25,15,-52,21.5914
26,16,-54,23.5914
27,17,-56,25.5914
28,18,-58,27.5914
28,17,-58,25.5914
28,16,-58,23.5914
28,15,-58,21.5914
29,14,-60,19.5914
####27
ego_pos,-11.4566,1.59135
obs_pos,0,0
heading,1.00698
wind,0.63148
5,5,-12,1.59135
6,6,-14,3.59135
7,7,-16,5.59135
8,8,-18,7.59135
9,9,-20,9.59135
10,10,-22,11.5914
11,11,-24,13.5914
12,12,-26,15.5914
13,13,-28,17.5914
14,14,-30,19.5914
15,15,-32,21.5914
16,16,-34,23.5914
17,17,-36,25.5914
18,18,-38,27.5914
19,19,-40,29.5914
19,18,-40,27.5914
19,17,-40,25.5914
19,16,-40,23.5914
19,15,-40,21.5914
19,14,-40,19.5914
19,13,-40,17.5914
19,12,-40,15.5914
19,11,-40,13.5914
19,10,-40,11.5914
19,9,-40,9.59135
20,10,-42,11.5914
21,11,-44,13.5914
22,12,-46,15.5914
23,13,-48,17.5914
24,14,-50,19.5914
25,15,-52,21.5914
26,16,-54,23.5914
27,17,-56,25.5914
28,18,-58,27.5914
28,17,-58,25.5914
28,16,-58,23.5914
28,15,-58,21.5914
29,14,-60,19.5914
####28
ego_pos,-11.4566,1.75049
obs_pos,0,0
heading,1.01047
wind,0.644882
5,5,-12,1.75049
6,6,-14,3.75049
7,7,-16,5.75049
8,8,-18,7.75049
9,9,-20,9.75049
10,10,-22,11.7505
11,11,-24,13.7505
12,12,-26,15.7505
13,13,-28,17.7505
14,14,-30,19.7505
15,15,-32,21.7505
16,16,-34,23.7505
